Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country_Region,City,State_Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days To Ship,Ship Days,First Order,Manufacturer,Order Priority,Gender,Holiday ID,Is Holiday,Delivery Date,Return ID,Is Returned,Shipment Status
7332,US-2024-134495,01-04-2024 00:00,04-04-2024 00:00,Second Class,BF-11020,Barry Franzasisch,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,26.01,3,0.2,7.02,3 days,3,15-02-2021 00:00,Stanley,Low,Male,0,Business Working Day,09-04-2024 00:00,0,FALSE,On Time
8414,US-2024-126956,21-08-2024 00:00,28-08-2024 00:00,Standard Class,GT-14710,Greg Tran,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,0,10.8,7 days,7,23-05-2021 00:00,Acme,Medium,Male,0,Business Working Day,31-08-2024 00:00,0,FALSE,Delayed
8415,US-2024-121489,21-08-2024 00:00,25-08-2024 00:00,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,33.18,2,0,11.62,4 days,4,14-11-2021 00:00,Kensington,Medium,Female,0,Business Working Day,30-08-2024 00:00,0,FALSE,On Time
619,US-2021-141215,15-06-2021 00:00,21-06-2021 00:00,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.26,3,0.8,11.13,6 days,6,15-06-2021 00:00,Avery,Medium,Female,0,Business Working Day,24-06-2021 00:00,0,FALSE,Delayed
9753,US-2024-167395,02-12-2024 00:00,04-12-2024 00:00,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,0,80.29,2 days,2,30-03-2021 00:00,Belkin,Critical,Male,0,Business Working Day,05-12-2024 00:00,249,TRUE,Delayed
3279,US-2022-102260,22-09-2022 00:00,26-09-2022 00:00,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064,South,OFF-LA-10003714,Office Supplies,Labels,Avery 510,12,4,0.2,4.2,4 days,4,22-09-2022 00:00,Avery,Medium,Male,0,Business Working Day,29-09-2022 00:00,0,FALSE,Delayed
2190,US-2022-109512,05-03-2022 00:00,05-03-2022 00:00,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.6,7,0.1,76.09,0 days,0,26-07-2021 00:00,Global,Critical,Male,0,Weekend Holidays,05-03-2022 00:00,0,FALSE,On Time
3311,US-2022-120845,25-09-2022 00:00,02-10-2022 00:00,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,3.48,2,0.7,1.26,7 days,7,14-02-2021 00:00,Wilson,Low,Female,0,Weekend Holidays,05-10-2022 00:00,0,FALSE,Delayed
3449,US-2022-152527,17-10-2022 00:00,17-10-2022 00:00,Same Day,CM-12190,Charlotte Melton,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",64.9,2,0,3.24,0 days,0,18-09-2022 00:00,Eldon,Critical,Female,0,Business Working Day,17-10-2022 00:00,0,FALSE,On Time
3450,US-2022-127824,18-10-2022 00:00,22-10-2022 00:00,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.05,3,0,1.08,4 days,4,14-09-2021 00:00,Eldon,Medium,Male,0,Business Working Day,25-10-2022 00:00,0,FALSE,Delayed
3451,US-2022-105613,18-10-2022 00:00,22-10-2022 00:00,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,365.82,6,0.8,106.08,4 days,4,02-03-2021 00:00,Tripp,Medium,Female,0,Business Working Day,25-10-2022 00:00,0,FALSE,Delayed
3452,US-2022-127824,18-10-2022 00:00,22-10-2022 00:00,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.79,4 days,4,14-09-2021 00:00,Xerox,Medium,Male,0,Business Working Day,25-10-2022 00:00,0,FALSE,Delayed
3453,US-2022-105613,18-10-2022 00:00,22-10-2022 00:00,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.69,3,0.2,6.93,4 days,4,02-03-2021 00:00,Verbatim,Medium,Female,0,Business Working Day,25-10-2022 00:00,0,FALSE,Delayed
3456,US-2022-150413,19-10-2022 00:00,24-10-2022 00:00,Second Class,CS-11860,Cari Schnelling,Consumer,United States,Dallas,Texas,75220,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,7.17,1,0.8,3.37,5 days,5,02-05-2021 00:00,Avery,Medium,Female,0,Business Working Day,29-10-2022 00:00,0,FALSE,On Time
3539,US-2022-113145,01-11-2022 00:00,05-11-2022 00:00,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0,6.2,4 days,4,04-08-2021 00:00,Avoid,Medium,Female,0,Business Working Day,08-11-2022 00:00,0,FALSE,Delayed
7914,US-2024-118437,17-06-2024 00:00,21-06-2024 00:00,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0,46.59,4 days,4,20-09-2021 00:00,Howard,High,Male,0,Business Working Day,26-06-2024 00:00,0,FALSE,On Time
9554,US-2024-131254,19-11-2024 00:00,21-11-2024 00:00,First Class,NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.05,5,0.2,5.75,2 days,2,03-05-2021 00:00,Avery,High,Male,0,Business Working Day,22-11-2024 00:00,0,FALSE,Delayed
7839,US-2024-146822,09-06-2024 00:00,14-06-2024 00:00,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Salem,Virginia,24153,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4,0,23.08,5 days,5,07-05-2022 00:00,Eaton,Low,Female,0,Weekend Holidays,17-06-2024 00:00,0,FALSE,Delayed
5841,US-2023-113978,25-09-2023 00:00,29-09-2023 00:00,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0.2,1.22,4 days,4,20-12-2021 00:00,Eldon,Medium,Male,0,Business Working Day,02-10-2023 00:00,0,FALSE,Delayed
6738,US-2023-132829,23-12-2023 00:00,26-12-2023 00:00,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,36,3 days,3,29-04-2021 00:00,Cisco,Medium,Female,0,Weekend Holidays,31-12-2023 00:00,0,FALSE,On Time
9297,US-2024-148320,03-11-2024 00:00,08-11-2024 00:00,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,35.88,6,0,17.58,5 days,5,11-05-2021 00:00,Xerox,Medium,Male,0,Weekend Holidays,11-11-2024 00:00,0,FALSE,Delayed
3984,US-2022-134082,11-12-2022 00:00,17-12-2022 00:00,Standard Class,JK-15640,Jim Kriz,Home Office,United States,San Bernardino,California,92404,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.52,4,0.2,38.68,6 days,6,19-09-2021 00:00,GBC,Medium,Male,0,Weekend Holidays,20-12-2022 00:00,0,FALSE,Delayed
2562,US-2022-168914,21-05-2022 00:00,27-05-2022 00:00,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Frankfort,Illinois,60423,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.88,8,0.8,26.32,6 days,6,22-06-2021 00:00,Fellowes,Medium,Male,0,Weekend Holidays,30-05-2022 00:00,0,FALSE,Delayed
6769,US-2023-155166,26-12-2023 00:00,02-01-2024 00:00,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,8360,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,170.34,3,0,12.78,7 days,7,05-06-2022 00:00,Novimex,Medium,Female,0,Business Working Day,05-01-2024 00:00,0,FALSE,Delayed
6280,US-2023-124527,16-11-2023 00:00,17-11-2023 00:00,First Class,IM-15055,Ionia McGrath,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,5.95,5,0.2,2,1 day,1,23-01-2021 00:00,Riverside,High,Female,0,Business Working Day,18-11-2023 00:00,122,TRUE,On Time
3395,US-2022-134859,04-10-2022 00:00,09-10-2022 00:00,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,25.92,4,0.2,12.44,5 days,5,02-11-2021 00:00,Xerox,High,Female,0,Business Working Day,12-10-2022 00:00,0,FALSE,Delayed
526,US-2021-105767,23-05-2021 00:00,27-05-2021 00:00,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.18,2,0.4,5.18,4 days,4,02-05-2021 00:00,Motorola,Medium,Male,0,Weekend Holidays,30-05-2021 00:00,0,FALSE,Delayed
6166,US-2023-116337,07-11-2023 00:00,12-11-2023 00:00,Standard Class,MC-17845,Michael Chen,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",392.61,3,0.2,98.16,5 days,5,05-07-2021 00:00,Mophie,Medium,Male,0,Business Working Day,15-11-2023 00:00,0,FALSE,Delayed
6979,US-2024-161333,02-02-2024 00:00,07-02-2024 00:00,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90045,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.4,5 days,5,18-04-2021 00:00,Harmony,Medium,Male,0,Business Working Day,10-02-2024 00:00,0,FALSE,Delayed
9479,US-2024-118157,14-11-2024 00:00,17-11-2024 00:00,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Minneapolis,Minnesota,55407,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.48,3 days,3,14-07-2021 00:00,Sauder,High,Male,0,Business Working Day,18-11-2024 00:00,0,FALSE,Delayed
6503,US-2023-150861,03-12-2023 00:00,06-12-2023 00:00,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.3,2,0,3.02,3 days,3,02-11-2022 00:00,Avery,Medium,Female,0,Weekend Holidays,07-12-2023 00:00,0,FALSE,Delayed
10029,US-2024-156664,18-12-2024 00:00,23-12-2024 00:00,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,43229,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,130.12,2,0.2,21.02,5 days,5,03-10-2021 00:00,Kensington,Medium,Female,0,Business Working Day,26-12-2024 00:00,0,FALSE,Delayed
1036,US-2021-105165,07-09-2021 00:00,10-09-2021 00:00,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.77,3,0.2,14.76,3 days,3,07-09-2021 00:00,Panasonic,Medium,Male,0,Business Working Day,11-09-2021 00:00,0,FALSE,Delayed
8464,US-2024-104024,29-08-2024 00:00,03-09-2024 00:00,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,9.38,7,0.2,2.17,5 days,5,02-12-2021 00:00,Newell,Medium,Male,0,Business Working Day,08-09-2024 00:00,0,FALSE,On Time
24,US-2021-157147,13-01-2021 00:00,18-01-2021 00:00,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.55,5 days,5,13-01-2021 00:00,Others,High,Male,0,Business Working Day,21-01-2021 00:00,0,FALSE,Delayed
7244,US-2024-111591,21-03-2024 00:00,25-03-2024 00:00,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",13.02,7,0,0.42,4 days,4,15-04-2021 00:00,Strathmore,Medium,Male,0,Business Working Day,28-03-2024 00:00,0,FALSE,Delayed
7392,US-2024-150623,10-04-2024 00:00,14-04-2024 00:00,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,0,42,4 days,4,19-11-2021 00:00,Logitech,Medium,Male,0,Business Working Day,17-04-2024 00:00,0,FALSE,Delayed
7480,US-2024-108553,23-04-2024 00:00,29-04-2024 00:00,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,7,0,36.82,6 days,6,28-11-2023 00:00,Acme,Medium,Female,0,Business Working Day,02-05-2024 00:00,0,FALSE,Delayed
1776,US-2021-103807,02-12-2021 00:00,09-12-2021 00:00,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,3,0,7.17,7 days,7,02-12-2021 00:00,Riverside,Medium,Female,0,Business Working Day,12-12-2021 00:00,0,FALSE,Delayed
7601,US-2024-118199,09-05-2024 00:00,11-05-2024 00:00,First Class,LB-16795,Laurel Beltran,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,179.98,2,0,79.2,2 days,2,23-04-2021 00:00,Pyle,High,Female,0,Business Working Day,12-05-2024 00:00,0,FALSE,Delayed
7825,US-2024-131849,06-06-2024 00:00,10-06-2024 00:00,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5,0,0,4 days,4,09-07-2021 00:00,Sterilite,High,Male,0,Business Working Day,13-06-2024 00:00,0,FALSE,Delayed
7629,US-2024-100748,13-05-2024 00:00,20-05-2024 00:00,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,0,27.52,7 days,7,03-06-2021 00:00,Seidio,Medium,Male,0,Business Working Day,23-05-2024 00:00,0,FALSE,Delayed
372,US-2021-100678,18-04-2021 00:00,22-04-2021 00:00,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,452.94,3,0.3,117.78,4 days,4,30-03-2021 00:00,DMI,Medium,Male,0,Weekend Holidays,25-04-2021 00:00,0,FALSE,Delayed
2173,US-2022-104129,27-02-2022 00:00,02-03-2022 00:00,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,0.3,12.11,3 days,3,02-10-2021 00:00,Barricks,High,Female,0,Weekend Holidays,05-03-2022 00:00,49,TRUE,On Time
4883,US-2023-134803,28-05-2023 00:00,03-06-2023 00:00,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0.2,13.08,6 days,6,04-03-2021 00:00,Wilson,Low,Male,0,Weekend Holidays,06-06-2023 00:00,0,FALSE,Delayed
4914,US-2023-166380,30-05-2023 00:00,03-06-2023 00:00,Standard Class,EB-13750,Edward Becker,Corporate,United States,Arlington,Virginia,22204,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,111.98,2,0,26.88,4 days,4,12-03-2022 00:00,Sony,High,Male,0,Business Working Day,06-06-2023 00:00,0,FALSE,Delayed
5008,US-2023-147375,12-06-2023 00:00,14-06-2023 00:00,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.97,3,0.3,43.2,2 days,2,11-08-2022 00:00,Canon,High,Female,0,Business Working Day,19-06-2023 00:00,0,FALSE,On Time
437,US-2021-166457,05-05-2021 00:00,09-05-2021 00:00,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,6.56,2,0,1.9,4 days,4,05-05-2021 00:00,Newell,Medium,Male,0,Business Working Day,14-05-2021 00:00,0,FALSE,On Time
6605,US-2023-143609,11-12-2023 00:00,13-12-2023 00:00,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",504.9,5,0.2,126.25,2 days,2,04-02-2021 00:00,Global,Critical,Female,0,Business Working Day,14-12-2023 00:00,0,FALSE,Delayed
7405,US-2024-155460,13-04-2024 00:00,15-04-2024 00:00,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),4.4,1,0,1.98,2 days,2,28-06-2021 00:00,Xerox,High,Male,0,Weekend Holidays,16-04-2024 00:00,0,FALSE,Delayed
9550,US-2024-168858,19-11-2024 00:00,23-11-2024 00:00,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7,0,626.22,4 days,4,16-11-2021 00:00,Hoover,High,Male,0,Business Working Day,26-11-2024 00:00,0,FALSE,Delayed
8022,US-2024-113201,30-06-2024 00:00,05-07-2024 00:00,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0,100.45,5 days,5,23-09-2021 00:00,Xerox,Medium,Male,0,Weekend Holidays,08-07-2024 00:00,0,FALSE,Delayed
8156,US-2024-142573,18-07-2024 00:00,23-07-2024 00:00,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,4,0.7,5.88,5 days,5,14-11-2021 00:00,Acco,Medium,Male,0,Business Working Day,26-07-2024 00:00,0,FALSE,Delayed
2568,US-2022-149846,22-05-2022 00:00,26-05-2022 00:00,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,969.66,6,0.2,252.12,4 days,4,20-09-2021 00:00,Aastra,High,Female,0,Weekend Holidays,29-05-2022 00:00,0,FALSE,Delayed
8188,US-2024-145429,21-07-2024 00:00,25-07-2024 00:00,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",13.08,2,0,5.12,4 days,4,22-06-2022 00:00,Wirebound,High,Male,0,Weekend Holidays,28-07-2024 00:00,0,FALSE,Delayed
8208,US-2024-121293,25-07-2024 00:00,28-07-2024 00:00,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,25.12,4,0.2,8.04,3 days,3,14-09-2021 00:00,Eldon,Medium,Male,0,Business Working Day,02-08-2024 00:00,0,FALSE,On Time
8233,US-2024-146031,29-07-2024 00:00,01-08-2024 00:00,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,60.12,9,0,22.23,3 days,3,21-03-2021 00:00,Sanford,High,Male,0,Business Working Day,06-08-2024 00:00,0,FALSE,On Time
8260,US-2024-133235,01-08-2024 00:00,04-08-2024 00:00,First Class,LH-16750,Larry Hughes,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,339.95,5,0.2,85,3 days,3,21-09-2021 00:00,Nortel,High,Male,0,Business Working Day,05-08-2024 00:00,0,FALSE,Delayed
2245,US-2022-134257,16-03-2022 00:00,19-03-2022 00:00,Second Class,MS-17710,Maurice Satty,Consumer,United States,Auburn,Alabama,36830,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",491.55,5,0,240.85,3 days,3,24-03-2021 00:00,DMI,High,Male,0,Business Working Day,24-03-2022 00:00,0,FALSE,On Time
2247,US-2022-153906,16-03-2022 00:00,20-03-2022 00:00,Standard Class,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.58,4 days,4,30-06-2021 00:00,Plantronics,Medium,Male,0,Business Working Day,23-03-2022 00:00,0,FALSE,Delayed
2249,US-2022-110632,17-03-2022 00:00,22-03-2022 00:00,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,12.02,1,0,0.9,5 days,5,24-11-2021 00:00,Keytronic,Medium,Male,0,Business Working Day,27-03-2022 00:00,0,FALSE,On Time
